TOWN,TRACT,LON,LAT,MEDV,CMEDV,CRIM,log_crim,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,log_tax,PTRATIO,B,LSTAT,value_segment,high_value,dist_boston_core,north_south,east_west,spatial_zone
Boston Charlestown,404,-71.06109643333333,42.37923983333334,13.1,13.1,23.6482,3.204703875510067,0.0,18.1,0,0.671,6.38,96.2,1.3861,24,666,6.502790045915623,20.2,396.9,23.69,Low,0,0.019671094345486143,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston Charlestown,402,-71.06709643333333,42.38173983333333,13.9,13.9,15.288,2.7904286403681122,0.0,18.1,0,0.671,6.649,93.3,1.3449,24,666,6.502790045915623,20.2,363.02,23.24,Low,0,0.023969946170470796,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston Dorchester,1004,-71.07444136363635,42.30573959090907,20.0,20.0,6.80117,2.0542737224466707,0.0,18.1,0,0.713,6.081,84.4,2.7175,24,666,6.502790045915623,20.2,396.9,14.7,Mid-low,0,0.05699467659536665,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Dorchester,1001,-71.07424136363636,42.30223959090908,12.7,12.7,4.66883,1.7349827472403847,0.0,18.1,0,0.713,5.976,87.9,2.5806,24,666,6.502790045915623,20.2,10.48,19.01,Low,0,0.060278764738432626,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Dorchester,1011,-71.07024136363636,42.30123959090907,19.0,19.0,3.77498,1.5633897854422465,0.0,18.1,0,0.655,5.952,84.7,2.8715,24,666,6.502790045915623,20.2,22.01,17.15,Mid-low,0,0.06023387242643081,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Dorchester,1002,-71.06574136363636,42.30123959090907,13.5,13.5,8.20058,2.219266525546099,0.0,18.1,0,0.713,5.936,80.3,2.7792,24,666,6.502790045915623,20.2,3.5,16.94,Low,0,0.05940704600261218,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Dorchester,1003,-71.06574136363636,42.30503959090908,14.9,14.9,7.75223,2.1693085250418154,0.0,18.1,0,0.713,6.301,83.7,2.7831,24,666,6.502790045915623,20.2,272.21,16.23,Low,0,0.055651217467940856,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Dorchester,1005,-71.05774136363635,42.30673959090908,16.4,16.4,4.81213,1.7599471129733726,0.0,18.1,0,0.713,6.701,90.0,2.5975,24,666,6.502790045915623,20.2,255.23,16.42,Low,0,0.053265568583966,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Dorchester,1007,-71.05374136363636,42.30173959090907,19.5,19.5,6.65492,2.035348578369212,0.0,18.1,0,0.713,6.317,83.0,2.7344,24,666,6.502790045915623,20.2,396.9,13.99,Mid-low,0,0.05835146937646573,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Dorchester,1009,-71.05854136363635,42.29973959090907,21.4,21.4,7.83932,2.1792099506138976,0.0,18.1,0,0.655,6.209,65.4,2.9634,24,666,6.502790045915623,20.2,396.9,13.22,Mid-high,0,0.0602801186600163,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Dorchester,1010,-71.06774136363636,42.296239590909074,19.9,19.9,3.1636,1.4263800846591763,0.0,18.1,0,0.655,5.759,48.2,3.0665,24,666,6.502790045915623,20.2,334.4,14.13,Mid-low,0,0.06465884827469894,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Dorchester,1008,-71.07774136363636,42.29723959090907,20.2,20.2,5.82115,1.9200280793412094,0.0,18.1,0,0.713,6.513,89.9,2.8016,24,666,6.502790045915623,20.2,393.82,10.29,Mid-low,0,0.06609896455131739,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Dorchester,1006,-71.07774136363636,42.30073959090908,17.7,17.7,3.69311,1.546095475702301,0.0,18.1,0,0.713,6.376,88.4,2.5671,24,666,6.502790045915623,20.2,391.43,14.65,Mid-low,0,0.06278535060918815,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Downtown,705,-71.05146779999998,42.3684339,17.2,17.2,7.40389,2.1286946938918567,0.0,18.1,0,0.597,5.617,97.9,1.4547,24,666,6.502790045915623,20.2,314.64,26.4,Mid-low,0,0.010086421865568016,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston Downtown,706,-71.05516779999998,42.3576339,27.5,27.5,14.4383,2.736851434907838,0.0,18.1,0,0.597,6.852,100.0,1.4655,24,666,6.502790045915623,20.2,179.36,19.78,High,1,0.0029925551039320032,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston Downtown,703,-71.05616779999998,42.3536339,27.9,27.9,11.9511,2.5611807266231144,0.0,18.1,0,0.659,5.608,100.0,1.2852,24,666,6.502790045915623,20.2,332.09,12.13,High,1,0.006420263705646765,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston Downtown,702,-71.05796779999999,42.3546339,11.9,11.9,20.7162,3.0780585258000213,0.0,18.1,0,0.659,4.138,100.0,1.1781,24,666,6.502790045915623,20.2,370.22,23.34,Low,0,0.005452675127854994,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston Downtown,708,-71.05866779999998,42.3561339,17.2,17.2,14.0507,2.7114245017411593,0.0,18.1,0,0.597,6.657,100.0,1.5275,24,666,6.502790045915623,20.2,35.05,21.22,Mid-low,0,0.004210497126219089,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston Downtown,709,-71.06116779999998,42.3534339,17.9,17.9,18.811,2.9862373389921895,0.0,18.1,0,0.597,4.628,100.0,1.5539,24,666,6.502790045915623,20.2,28.79,34.37,Mid-low,0,0.007777160539027722,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston Downtown,710,-71.05946779999998,42.3516339,16.3,16.3,28.6558,3.3896577218278483,0.0,18.1,0,0.597,5.155,100.0,1.5894,24,666,6.502790045915623,20.2,210.97,20.08,Low,0,0.008722480498678369,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston Downtown,707,-71.05756779999999,42.3501339,15.0,15.0,51.1358,3.9538518529018067,0.0,18.1,0,0.597,5.757,100.0,1.413,24,666,6.502790045915623,20.2,2.6,10.11,Low,0,0.009882425109754806,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston East Boston,506,-71.05915176666666,42.37300536666667,10.5,10.5,24.3938,3.2345050497403935,0.0,18.1,0,0.7,4.652,100.0,1.4672,24,666,6.502790045915623,20.2,396.9,28.28,Low,0,0.013182172124586384,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston East Boston,509,-71.04115176666666,42.37270536666667,11.5,11.5,8.15174,2.213944025142987,0.0,18.1,0,0.7,5.39,98.9,1.7281,24,666,6.502790045915623,20.2,396.9,20.85,Low,0,0.020312381493136265,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston East Boston,501,-71.03965176666667,42.371005366666665,11.3,11.3,9.18702,2.321114360892544,0.0,18.1,0,0.7,5.536,100.0,1.5804,24,666,6.502790045915623,20.2,396.9,23.6,Low,0,0.02054456850984361,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston East Boston,502,-71.04265176666667,42.36750536666667,12.3,12.3,7.99248,2.19638867250955,0.0,18.1,0,0.7,5.52,100.0,1.5331,24,666,6.502790045915623,20.2,396.9,24.56,Low,0,0.01619266280106647,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston East Boston,503,-71.04165176666666,42.36530536666667,8.8,8.8,20.0849,3.04855714447919,0.0,18.1,0,0.7,4.368,91.2,1.4395,24,666,6.502790045915623,20.2,285.83,30.63,Low,0,0.01623930977358615,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston East Boston,407,-71.04095176666667,42.36710536666667,10.9,10.9,15.8744,2.825797680570924,0.0,18.1,0,0.671,6.545,99.1,1.5192,24,666,6.502790045915623,20.2,396.9,21.08,Low,0,0.017550841250180867,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston East Boston,504,-71.03965176666667,42.36880536666667,7.2,7.2,16.8118,2.879861159011059,0.0,18.1,0,0.7,5.277,98.1,1.4261,24,666,6.502790045915623,20.2,396.9,30.81,Low,0,0.0194549654824268,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston East Boston,508,-71.03765176666666,42.369505366666665,10.2,10.2,14.3337,2.730053020578551,0.0,18.1,0,0.7,4.88,100.0,1.5895,24,666,6.502790045915623,20.2,372.92,30.62,Low,0,0.02155704359575718,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston East Boston,512,-71.03495176666667,42.372105366666666,9.7,9.7,11.5779,2.531941305700138,0.0,18.1,0,0.7,5.036,97.0,1.77,24,666,6.502790045915623,20.2,396.9,25.68,Low,0,0.025152822808895612,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston East Boston,511,-71.02905176666667,42.374005366666665,23.2,23.2,5.29305,1.8394458498493202,0.0,18.1,0,0.7,6.051,82.5,2.1678,24,666,6.502790045915623,20.2,378.38,18.76,Mid-high,0,0.031261062712617534,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston East Boston,507,-71.02165176666666,42.377005366666666,7.4,7.4,22.5971,3.1611238231251,0.0,18.1,0,0.7,5.0,89.5,1.5184,24,666,6.502790045915623,20.2,396.9,31.99,Low,0,0.03922601299209274,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston East Boston,510,-71.03815176666666,42.36450536666667,15.1,15.1,6.96215,2.0746990638882306,0.0,18.1,0,0.7,5.713,97.0,1.9265,24,666,6.502790045915623,20.2,394.43,17.11,Low,0,0.019379221568198306,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston Forest Hills,1201,-71.12008757142857,42.29015247142857,29.8,29.8,4.64689,1.7311049511313974,0.0,18.1,0,0.614,6.98,67.6,2.5329,24,666,6.502790045915623,20.2,374.68,11.66,High,1,0.09412076772047345,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Forest Hills,1202,-71.10188757142858,42.28915247142857,13.8,13.8,8.05579,2.203404332146021,0.0,18.1,0,0.584,5.427,95.4,2.4298,24,666,6.502790045915623,20.2,352.58,18.14,Low,0,0.0838705334037801,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Forest Hills,1203,-71.09798757142858,42.29405247142857,13.3,13.3,6.39312,2.000549838013637,0.0,18.1,0,0.584,6.162,97.4,2.206,24,666,6.502790045915623,20.2,302.76,24.1,Low,0,0.07764700597120083,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Forest Hills,1205,-71.10338757142857,42.294152471428575,12.0,12.0,15.0234,2.7740501538282305,0.0,18.1,0,0.614,5.304,97.3,2.1007,24,666,6.502790045915623,20.2,349.48,24.91,Low,0,0.08054628360144903,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Forest Hills,1206,-71.09968757142857,42.29815247142857,14.6,14.6,10.233,2.418855874659432,0.0,18.1,0,0.614,6.185,96.7,2.1705,24,666,6.502790045915623,20.2,379.7,18.03,Low,0,0.07514882264455622,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Forest Hills,1207,-71.10268757142858,42.29745247142857,21.4,21.4,14.3337,2.730053020578551,0.0,18.1,0,0.614,6.229,88.0,1.9512,24,666,6.502790045915623,20.2,383.32,13.11,Mid-high,0,0.0774567460808589,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Forest Hills,1204,-71.11388757142856,42.30065247142857,16.7,16.7,4.87141,1.7700948094248417,0.0,18.1,0,0.614,6.484,93.6,2.3053,24,666,6.502790045915623,20.2,396.21,18.68,Low,0,0.0822090319282269,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Hyde Park,1402,-71.1314809,42.2566539,21.2,21.2,3.67367,1.541944630286521,0.0,18.1,0,0.583,6.312,51.9,3.9917,24,666,6.502790045915623,20.2,388.62,10.58,Mid-low,0,0.12738846435222775,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Hyde Park,1404,-71.1260809,42.2481539,20.6,20.6,4.83567,1.763989083482614,0.0,18.1,0,0.583,5.905,53.2,3.1523,24,666,6.502790045915623,20.2,388.22,11.45,Mid-low,0,0.13145995903704158,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Hyde Park,1403,-71.1225809,42.2576539,19.1,19.1,5.69175,1.9008754243872985,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666,6.502790045915623,20.2,392.68,14.98,Mid-low,0,0.12155483795398571,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Hyde Park,1401,-71.1160809,42.2636539,20.6,20.6,2.37857,1.2174525430495582,0.0,18.1,0,0.583,5.871,41.9,3.724,24,666,6.502790045915623,20.2,370.73,13.34,Mid-low,0,0.11301824512006628,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Mattapan,1101,-71.08324146666666,42.283258366666665,19.1,19.1,4.42228,1.690516391203815,0.0,18.1,0,0.584,6.003,94.5,2.5403,24,666,6.502790045915623,20.2,331.29,21.32,Mid-low,0,0.08110420987523057,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Mattapan,1102,-71.08724146666665,42.27325836666667,19.1,19.1,15.5757,2.807937767457695,0.0,18.1,0,0.58,5.926,71.0,2.9084,24,666,6.502790045915623,20.2,368.74,18.13,Mid-low,0,0.09186216446113447,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Mattapan,1106,-71.08624146666666,42.27775836666667,23.2,23.2,3.56868,1.5192243229211484,0.0,18.1,0,0.58,6.437,75.0,2.8965,24,666,6.502790045915623,20.2,393.37,14.36,Mid-high,0,0.0872854491089537,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Mattapan,1104,-71.09124146666666,42.27325836666667,19.9,19.9,4.34879,1.6768703671037264,0.0,18.1,0,0.58,6.167,84.0,3.0334,24,666,6.502790045915623,20.2,396.9,16.29,Mid-low,0,0.0932555038205149,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Mattapan,1103,-71.09974146666666,42.27505836666667,20.1,20.1,13.0751,2.6444072787962525,0.0,18.1,0,0.58,5.713,56.7,2.8237,24,666,6.502790045915623,20.2,396.9,14.76,Mid-low,0,0.0950889796251415,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Mattapan,1105,-71.10054146666666,42.280258366666665,19.6,19.6,4.03841,1.6170905561197193,0.0,18.1,0,0.532,6.229,90.7,3.0993,24,666,6.502790045915623,20.2,395.33,12.87,Mid-low,0,0.090854759953187,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston North End,302,-71.0538839,42.3657024,13.8,13.8,18.4982,2.970322153616776,0.0,18.1,0,0.668,4.138,100.0,1.137,24,666,6.502790045915623,20.2,396.9,37.97,Low,0,0.006498264766077568,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston North End,301,-71.0545839,42.3637024,13.8,13.8,11.1081,2.493874650127679,0.0,18.1,0,0.668,4.906,100.0,1.1742,24,666,6.502790045915623,20.2,396.9,34.77,Low,0,0.004421007234786667,Northern tracts,Eastern tracts,Northern tracts / Eastern tracts
Boston Roxbury,814,-71.07885901052632,42.31847148421053,8.3,8.3,15.8603,2.8249617460097114,0.0,18.1,0,0.679,5.896,95.4,1.9096,24,666,6.502790045915623,20.2,7.68,24.39,Low,0,0.04693009657848548,Southern tracts,Eastern tracts,Southern tracts / Eastern tracts
Boston Roxbury,808,-71.08235901052632,42.31527148421053,8.4,8.4,11.8123,2.5504056470206957,0.0,18.1,0,0.718,6.824,76.5,1.794,24,666,6.502790045915623,20.2,48.45,22.74,Low,0,0.05141711329511692,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,807,-71.08455901052632,42.31647148421053,8.8,8.8,73.5341,4.3112567387853336,0.0,18.1,0,0.679,5.957,100.0,1.8026,24,666,6.502790045915623,20.2,16.45,20.62,Low,0,0.05151922697424407,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,805,-71.08665901052632,42.32067148421053,10.4,10.4,25.9406,3.293634442449129,0.0,18.1,0,0.679,5.304,89.1,1.6475,24,666,6.502790045915623,20.2,127.36,26.64,Low,0,0.04925839075327989,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,803,-71.08935901052631,42.31887148421053,7.5,7.5,10.8342,2.4709936445680034,0.0,18.1,0,0.679,6.782,90.8,1.8195,24,666,6.502790045915623,20.2,21.57,25.79,Low,0,0.05233221162234625,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,802,-71.09545901052631,42.31987148421053,7.2,7.2,18.0846,2.9488817271093315,0.0,18.1,0,0.679,6.434,100.0,1.8347,24,666,6.502790045915623,20.2,27.25,29.05,Low,0,0.055582310766362504,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,801,-71.09865901052632,42.31897148421053,7.0,7.0,45.7461,3.844730829794956,0.0,18.1,0,0.693,4.519,100.0,1.6582,24,666,6.502790045915623,20.2,88.27,36.98,Low,0,0.058470610274894586,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,812,-71.10185901052631,42.32177148421053,13.4,13.4,7.05042,2.085724263982504,0.0,18.1,0,0.614,6.103,85.1,2.0218,24,666,6.502790045915623,20.2,2.52,23.29,Low,0,0.05893852937480954,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,815,-71.10335901052632,42.31697148421053,10.2,10.2,12.2472,2.5837862093461372,0.0,18.1,0,0.584,5.837,59.7,1.9976,24,666,6.502790045915623,20.2,24.65,15.69,Low,0,0.06325038361958013,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,811,-71.09875901052631,42.31477148421053,20.8,20.8,12.0482,2.5686501932208596,0.0,18.1,0,0.614,5.648,87.6,1.9512,24,666,6.502790045915623,20.2,291.55,14.1,Mid-low,0,0.06155837555243212,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,813,-71.09585901052631,42.31197148421053,11.7,11.7,8.79212,2.2815779805968406,0.0,18.1,0,0.584,5.565,70.6,2.0635,24,666,6.502790045915623,20.2,3.65,17.16,Low,0,0.06177994033683605,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,816,-71.09455901052631,42.31667148421053,10.9,10.9,37.6619,3.6548546189770925,0.0,18.1,0,0.679,6.202,78.7,1.8629,24,666,6.502790045915623,20.2,18.82,14.52,Low,0,0.05734142963193019,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,809,-71.09265901052632,42.31367148421053,16.7,16.7,11.0874,2.492163587735884,0.0,18.1,0,0.718,6.411,100.0,1.8589,24,666,6.502790045915623,20.2,318.75,15.02,Low,0,0.05846277796146041,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,817,-71.09105901052631,42.31607148421053,11.0,11.0,7.36711,2.1243085441136205,0.0,18.1,0,0.679,6.193,78.1,1.9356,24,666,6.502790045915623,20.2,96.73,21.52,Low,0,0.0555853460679747,Southern tracts,Western tracts,Southern tracts / Western tracts
Boston Roxbury,818,-71.08895901052631,42.31397148421053,9.5,9.5,9.33889,2.335912513221137,0.0,18.1,0,0.679,6.38,95.6,1.9682,24,666,6.502790045915623,20.2,60.72,24.08,Low,0,0.05603572627888167,Southern tracts,Western tracts,Southern tracts / Western tracts
